Index,Confidence,X/Y/W/H,Frame Count
b'car',0.905636727809906,"(19.949817657470703, 153.8474578857422, 34.74652862548828, 27.991308212280273)",30
b'car',0.8562682867050171,"(62.3991584777832, 149.26573181152344, 35.00519943237305, 31.566486358642578)",30
b'car',0.8329934477806091,"(178.59768676757812, 139.18911743164062, 8.702678680419922, 8.683773040771484)",30
b'car',0.9917904734611511,"(50.140899658203125, 149.6982879638672, 41.38702392578125, 33.98625564575195)",35
b'car',0.9874894022941589,"(374.65765380859375, 187.40040588378906, 82.02606201171875, 165.21414184570312)",35
b'car',0.9853157997131348,"(224.48898315429688, 149.7903594970703, 28.001178741455078, 31.31142234802246)",35
b'car',0.9783058166503906,"(196.17596435546875, 142.02081298828125, 11.58837890625, 12.09891128540039)",35
b'car',0.938917875289917,"(11.553945541381836, 154.66229248046875, 22.898883819580078, 29.80371856689453)",35
b'car',0.8786551356315613,"(179.22560119628906, 139.369140625, 8.517430305480957, 7.8032050132751465)",35
b'car',0.9876619577407837,"(368.9478454589844, 182.15924072265625, 95.09990692138672, 151.45921325683594)",40
b'car',0.9839243292808533,"(196.90225219726562, 141.70965576171875, 10.808097839355469, 11.620192527770996)",40
b'car',0.9833201169967651,"(224.54168701171875, 149.0810089111328, 27.38149642944336, 29.654651641845703)",40
b'car',0.9272611737251282,"(32.97858810424805, 152.03125, 45.85845947265625, 42.01948165893555)",40
b'car',0.7940056324005127,"(180.0548095703125, 139.05076599121094, 8.126609802246094, 6.859737396240234)",40
b'car',0.9976581335067749,"(364.7374267578125, 178.10586547851562, 102.8433837890625, 141.68421936035156)",45
b'car',0.986449658870697,"(224.49855041503906, 150.29168701171875, 26.33135223388672, 28.85708999633789)",45
b'car',0.9654456973075867,"(197.556884765625, 142.6563720703125, 10.333290100097656, 11.846060752868652)",45
b'car',0.8260206580162048,"(17.55480194091797, 156.31272888183594, 36.716957092285156, 47.66197204589844)",45
b'car',0.8182423114776611,"(181.2082977294922, 139.74557495117188, 8.571006774902344, 7.236805438995361)",45
b'car',0.8107892274856567,"(43.02373504638672, 146.1339569091797, 22.557920455932617, 15.791358947753906)",45
b'car',0.9925041198730469,"(361.20025634765625, 177.71897888183594, 107.77584838867188, 133.53282165527344)",50
b'car',0.9899545311927795,"(222.91001892089844, 152.7482452392578, 25.852338790893555, 24.25099754333496)",50
b'car',0.9637455344200134,"(37.68920135498047, 148.40576171875, 27.571847915649414, 15.858165740966797)",50
b'car',0.9483524560928345,"(197.2853546142578, 145.62396240234375, 10.3744478225708, 12.268501281738281)",50
b'car',0.7847709059715271,"(181.387451171875, 141.4407501220703, 8.406229019165039, 7.73948860168457)",50
b'car',0.9955004453659058,"(222.6672821044922, 153.58026123046875, 25.722232818603516, 24.52597999572754)",55
b'car',0.9913931488990784,"(357.75567626953125, 175.83592224121094, 120.6810073852539, 123.97293853759766)",55
b'car',0.9820440411567688,"(34.056915283203125, 149.74412536621094, 27.783390045166016, 15.702996253967285)",55
b'car',0.980374813079834,"(197.2440643310547, 146.48919677734375, 10.930137634277344, 12.226654052734375)",55
b'car',0.9974340796470642,"(355.35748291015625, 173.9814453125, 127.24934387207031, 115.98869323730469)",60
b'car',0.9958399534225464,"(220.94363403320312, 152.9489288330078, 25.704118728637695, 23.55356216430664)",60
b'car',0.9668194651603699,"(196.66839599609375, 145.62290954589844, 10.634797096252441, 12.338101387023926)",60
b'car',0.9645435810089111,"(29.731529235839844, 148.49461364746094, 29.08449935913086, 16.307374954223633)",60
b'car',0.7374463081359863,"(180.8524932861328, 141.57635498046875, 7.821684837341309, 7.011919975280762)",60
b'car',0.9954865574836731,"(353.4016418457031, 173.02342224121094, 131.71881103515625, 110.146240234375)",65
b'car',0.9914937615394592,"(220.07022094726562, 152.5268096923828, 24.386154174804688, 24.082252502441406)",65
b'car',0.9412899017333984,"(26.066879272460938, 148.14427185058594, 29.071714401245117, 16.87359619140625)",65
b'car',0.9149529337882996,"(196.86366271972656, 144.97874450683594, 9.396382331848145, 12.115498542785645)",65
b'car',0.9975916147232056,"(344.59564208984375, 171.8749542236328, 130.00308227539062, 107.70603942871094)",70
b'car',0.9877803325653076,"(218.78404235839844, 151.0542449951172, 23.48082733154297, 24.68594741821289)",70
b'car',0.9337976574897766,"(21.647872924804688, 147.81997680664062, 31.29481315612793, 17.822887420654297)",70
b'car',0.9149953126907349,"(196.9179229736328, 144.81756591796875, 9.864226341247559, 11.93138599395752)",70
b'car',0.9969171285629272,"(336.2250671386719, 168.68453979492188, 120.19499206542969, 97.20823669433594)",75
b'car',0.9853002429008484,"(218.1335906982422, 149.7925262451172, 23.023101806640625, 23.417814254760742)",75
b'car',0.977070152759552,"(197.00341796875, 142.6979217529297, 9.540115356445312, 10.930150985717773)",75
b'car',0.957993745803833,"(18.279054641723633, 147.985595703125, 28.155574798583984, 16.8381404876709)",75
b'car',0.997855544090271,"(328.0423278808594, 167.61329650878906, 113.75995635986328, 95.04302215576172)",80
b'car',0.9860240817070007,"(217.45726013183594, 148.6566162109375, 22.302812576293945, 22.782819747924805)",80
b'car',0.9837614893913269,"(196.87887573242188, 142.27859497070312, 9.816333770751953, 11.135753631591797)",80
b'car',0.9609437584877014,"(15.163433074951172, 147.75344848632812, 26.829679489135742, 17.05662727355957)",80
b'car',0.7582076191902161,"(154.94338989257812, 139.55392456054688, 9.14113712310791, 7.481800079345703)",80
b'car',0.9950588345527649,"(323.38720703125, 166.95301818847656, 113.55982971191406, 91.4469985961914)",85
b'car',0.9880104064941406,"(217.18304443359375, 149.04283142089844, 22.92874526977539, 23.421037673950195)",85
b'car',0.9816033244132996,"(196.7932586669922, 142.62490844726562, 9.959456443786621, 10.781389236450195)",85
b'car',0.9557691812515259,"(11.766382217407227, 149.28350830078125, 22.45992660522461, 17.316768646240234)",85
b'car',0.9924488067626953,"(317.1765441894531, 165.9084014892578, 104.99626922607422, 86.22148895263672)",90
b'car',0.9893468618392944,"(216.95106506347656, 149.0762176513672, 23.34305191040039, 23.24529266357422)",90
b'car',0.9828057885169983,"(196.8302001953125, 142.49978637695312, 9.677026748657227, 10.850406646728516)",90
b'car',0.9777328968048096,"(9.007589340209961, 149.40277099609375, 18.371089935302734, 17.637372970581055)",90
b'car',0.7613492608070374,"(179.83843994140625, 139.62298583984375, 7.25349760055542, 6.326288223266602)",90
b'car',0.9877614974975586,"(312.0151062011719, 164.37692260742188, 95.84025573730469, 84.03056335449219)",95
b'car',0.9873059391975403,"(216.9262237548828, 147.75917053222656, 22.256757736206055, 23.379465103149414)",95
b'car',0.984187662601471,"(197.4674530029297, 141.7033233642578, 9.575708389282227, 10.787559509277344)",95
b'car',0.8359651565551758,"(6.51513671875, 147.91502380371094, 12.703712463378906, 21.4239444732666)",95
b'car',0.9866235852241516,"(197.45620727539062, 141.55894470214844, 9.47301197052002, 10.471796035766602)",100
b'car',0.9857503175735474,"(305.703369140625, 158.26882934570312, 97.94888305664062, 78.7885513305664)",100
b'car',0.9834203124046326,"(216.74989318847656, 147.53160095214844, 23.036935806274414, 24.18777084350586)",100
b'car',0.7299543619155884,"(3.074312686920166, 149.4101104736328, 6.208039283752441, 18.8769474029541)",100
b'car',0.9867947697639465,"(217.06024169921875, 146.37814331054688, 21.937429428100586, 23.13450813293457)",105
b'car',0.9785639643669128,"(197.65675354003906, 140.1856689453125, 9.174983978271484, 10.162900924682617)",105
b'car',0.9666599631309509,"(301.0923767089844, 157.99183654785156, 94.8268814086914, 75.22189331054688)",105
b'car',0.9877632260322571,"(217.01918029785156, 146.8743133544922, 23.17659568786621, 23.415388107299805)",110
b'car',0.9830158352851868,"(299.2510681152344, 158.5000457763672, 96.58655548095703, 72.35459899902344)",110
b'car',0.9616065621376038,"(197.98330688476562, 140.58819580078125, 9.491331100463867, 10.019674301147461)",110
b'car',0.9842283725738525,"(216.7804718017578, 146.84426879882812, 23.061349868774414, 23.442556381225586)",115
b'car',0.9729669094085693,"(297.5156555175781, 158.53836059570312, 99.69316101074219, 69.98530578613281)",115
b'car',0.9592341184616089,"(197.9094696044922, 140.6560821533203, 9.403722763061523, 9.683891296386719)",115
b'car',0.9905651807785034,"(294.90997314453125, 158.31378173828125, 92.54780578613281, 68.86831665039062)",120
b'car',0.9785386919975281,"(215.44390869140625, 146.41436767578125, 22.943859100341797, 24.753938674926758)",120
b'car',0.9727568626403809,"(197.80433654785156, 139.9683074951172, 9.260391235351562, 9.793037414550781)",120
b'car',0.9938952922821045,"(293.8766784667969, 158.38589477539062, 92.13613891601562, 63.900089263916016)",125
b'car',0.9727509021759033,"(215.5041961669922, 146.86593627929688, 23.07065773010254, 24.441293716430664)",125
b'car',0.9726782441139221,"(197.91253662109375, 140.24269104003906, 10.533809661865234, 10.897625923156738)",125
b'car',0.7409870624542236,"(148.52992248535156, 138.249267578125, 11.62751579284668, 7.798971176147461)",125
b'car',0.9916672706604004,"(293.9284362792969, 157.60336303710938, 78.01893615722656, 67.37715148925781)",130
b'car',0.977584958076477,"(216.83973693847656, 146.13038635253906, 21.97273063659668, 23.141782760620117)",130
b'car',0.95905601978302,"(197.9405059814453, 139.12924194335938, 10.520591735839844, 11.257064819335938)",130
b'car',0.9938926100730896,"(293.6759033203125, 156.60748291015625, 78.42657470703125, 67.58601379394531)",135
b'car',0.9777663350105286,"(216.61447143554688, 145.95053100585938, 22.842788696289062, 23.13340187072754)",135
b'car',0.9510936737060547,"(198.02154541015625, 138.5184783935547, 10.662972450256348, 11.304037094116211)",135
b'car',0.9923768639564514,"(293.7220458984375, 155.08070373535156, 78.2919692993164, 66.43194580078125)",140
b'car',0.9780313968658447,"(216.66622924804688, 144.8602294921875, 23.07999038696289, 22.518707275390625)",140
b'car',0.8084442019462585,"(198.34881591796875, 137.18807983398438, 9.761507034301758, 11.608473777770996)",140
b'car',0.9890806078910828,"(293.1776428222656, 157.5005340576172, 76.3508071899414, 69.538330078125)",145
b'car',0.986250638961792,"(216.88067626953125, 146.10488891601562, 22.78063201904297, 22.89434814453125)",145
b'car',0.9440090656280518,"(198.1588897705078, 138.75341796875, 9.840392112731934, 10.74842643737793)",145
b'car',0.9921563863754272,"(216.95582580566406, 146.829345703125, 22.79473114013672, 22.789382934570312)",150
b'car',0.9769644737243652,"(292.359619140625, 157.98594665527344, 77.04228210449219, 71.80390167236328)",150
b'car',0.9539893865585327,"(198.19338989257812, 139.3451385498047, 9.691815376281738, 10.231382369995117)",150
b'car',0.800591766834259,"(180.6043701171875, 137.95938110351562, 6.810096740722656, 6.311108112335205)",150
b'car',0.990901529788971,"(217.12135314941406, 146.63262939453125, 22.892419815063477, 22.51531410217285)",155
b'car',0.9864519834518433,"(292.96417236328125, 158.11207580566406, 77.91055297851562, 72.21881103515625)",155
b'car',0.9534369707107544,"(198.28335571289062, 139.2932586669922, 9.53825569152832, 9.852119445800781)",155
b'car',0.71406489610672,"(180.6671600341797, 137.66738891601562, 6.885227203369141, 6.036337852478027)",155
b'car',0.9913036227226257,"(217.13714599609375, 145.7306671142578, 22.935226440429688, 22.950586318969727)",160
b'car',0.9808717370033264,"(294.3871765136719, 157.7410430908203, 79.43630981445312, 70.80020904541016)",160
b'car',0.8792627453804016,"(198.34886169433594, 138.28578186035156, 9.600298881530762, 10.342610359191895)",160
b'car',0.992283046245575,"(217.0918731689453, 146.12246704101562, 22.7849178314209, 22.70377540588379)",165
b'car',0.9469607472419739,"(293.8481750488281, 157.98480224609375, 79.07571411132812, 70.22444915771484)",165
b'car',0.8948125243186951,"(198.4042205810547, 138.5934600830078, 9.448591232299805, 9.920247077941895)",165
b'car',0.9895139932632446,"(217.15943908691406, 145.0925750732422, 22.386022567749023, 22.889408111572266)",170
b'car',0.9473652839660645,"(296.2792663574219, 157.44577026367188, 79.12830352783203, 80.87014770507812)",170
b'car',0.7447378039360046,"(198.31906127929688, 134.76902770996094, 8.982068061828613, 12.442902565002441)",170
b'car',0.7327308654785156,"(140.29745483398438, 136.89312744140625, 10.145957946777344, 7.211779594421387)",170
b'car',0.9886313676834106,"(217.05223083496094, 144.90431213378906, 22.19106101989746, 22.332387924194336)",175
b'car',0.9326106309890747,"(296.0887451171875, 156.9657440185547, 78.74661254882812, 82.52996063232422)",175
b'car',0.8460336923599243,"(117.18729400634766, 134.60934448242188, 11.846522331237793, 8.447454452514648)",175
b'car',0.7778100967407227,"(198.24087524414062, 134.97288513183594, 9.633091926574707, 12.569999694824219)",175
b'car',0.7034451961517334,"(139.60475158691406, 136.86927795410156, 12.016118049621582, 8.172778129577637)",175
b'car',0.9880525469779968,"(217.30133056640625, 145.02857971191406, 22.207258224487305, 22.584917068481445)",180
b'car',0.9528176784515381,"(297.2901916503906, 156.6963348388672, 80.12615203857422, 84.00678253173828)",180
b'car',0.8221826553344727,"(139.14109802246094, 136.99415588378906, 12.67794132232666, 8.74390697479248)",180
b'car',0.9909350872039795,"(217.2770233154297, 143.36477661132812, 21.995086669921875, 22.22114372253418)",185
b'car',0.9500306248664856,"(295.97015380859375, 157.9093475341797, 98.86215209960938, 70.75469970703125)",185
b'car',0.8406513929367065,"(197.74476623535156, 134.43167114257812, 9.648290634155273, 10.40581226348877)",185
b'car',0.9888522028923035,"(217.30682373046875, 144.6636505126953, 22.848506927490234, 22.475910186767578)",190
b'car',0.9735755324363708,"(296.87261962890625, 158.34109497070312, 98.30721282958984, 70.44084930419922)",190
b'car',0.8535395264625549,"(198.02232360839844, 134.57949829101562, 9.62365436553955, 11.172515869140625)",190
b'car',0.9867406487464905,"(218.10305786132812, 144.60398864746094, 22.05793571472168, 22.111356735229492)",195
b'car',0.9694223999977112,"(299.897216796875, 162.27951049804688, 95.91442108154297, 81.1757583618164)",195
b'car',0.9124518036842346,"(198.04969787597656, 134.5576934814453, 9.868139266967773, 11.251412391662598)",195
b'car',0.7937139868736267,"(131.8424530029297, 137.02500915527344, 12.8277006149292, 8.305580139160156)",195
b'car',0.7509279251098633,"(146.57081604003906, 137.2886962890625, 9.185596466064453, 7.301570415496826)",195
b'car',0.9893995523452759,"(218.93360900878906, 143.0648956298828, 21.720687866210938, 22.096923828125)",200
b'car',0.9589373469352722,"(301.5883483886719, 158.2278594970703, 102.95547485351562, 76.46797180175781)",200
b'car',0.9308146238327026,"(197.70584106445312, 133.66419982910156, 9.448041915893555, 10.295331001281738)",200
b'car',0.8697541356086731,"(131.35646057128906, 137.19232177734375, 13.323902130126953, 9.025148391723633)",200
b'car',0.708870530128479,"(145.7854766845703, 137.80967712402344, 8.603034019470215, 7.275636672973633)",200
b'car',0.9907846450805664,"(219.2023468017578, 142.8181915283203, 21.716768264770508, 22.509490966796875)",205
b'car',0.9707674980163574,"(303.68072509765625, 157.57855224609375, 100.80534362792969, 74.53535461425781)",205
b'car',0.9055288434028625,"(197.78866577148438, 133.65809631347656, 9.62476921081543, 10.448343276977539)",205
b'car',0.7919427156448364,"(131.86685180664062, 136.85906982421875, 14.346758842468262, 8.351410865783691)",205
b'car',0.988735020160675,"(219.33779907226562, 142.97218322753906, 21.57103157043457, 22.20290756225586)",210
b'car',0.9797418117523193,"(304.78228759765625, 157.71485900878906, 101.33476257324219, 77.74137115478516)",210
b'car',0.9146679639816284,"(197.58030700683594, 133.4829559326172, 9.991898536682129, 10.582038879394531)",210
b'car',0.991021454334259,"(219.72198486328125, 142.792236328125, 21.754959106445312, 22.187471389770508)",215
b'car',0.9887481927871704,"(307.09063720703125, 158.185546875, 104.39595794677734, 81.73198699951172)",215
b'car',0.9540184140205383,"(197.20037841796875, 133.36729431152344, 9.727579116821289, 10.893024444580078)",215
b'car',0.8647157549858093,"(138.5553436279297, 134.8274383544922, 9.6536226272583, 11.713313102722168)",215
b'car',0.7844417691230774,"(117.46296691894531, 135.03781127929688, 11.46415901184082, 12.533312797546387)",215
b'car',0.9948510527610779,"(311.4404296875, 157.25636291503906, 103.52479553222656, 85.26902770996094)",220
b'car',0.9923736453056335,"(220.03292846679688, 140.9521942138672, 22.063053131103516, 21.889589309692383)",220
b'car',0.9786978363990784,"(197.0196075439453, 132.09976196289062, 9.916728973388672, 10.77109432220459)",220
b'car',0.9458821415901184,"(113.71381378173828, 133.9964599609375, 13.03041934967041, 13.09669303894043)",220
b'car',0.9270016551017761,"(132.7485809326172, 133.3307647705078, 15.174959182739258, 12.618586540222168)",220
b'car',0.9926162362098694,"(220.28546142578125, 142.07154846191406, 21.61308479309082, 22.130252838134766)",225
b'car',0.9914366006851196,"(313.2588806152344, 157.9059295654297, 106.45735931396484, 84.30928802490234)",225
b'car',0.9519785046577454,"(197.19041442871094, 132.966552734375, 9.658093452453613, 10.533944129943848)",225
b'car',0.9023723602294922,"(131.1331329345703, 134.62924194335938, 14.522262573242188, 14.653767585754395)",225
b'car',0.8690676689147949,"(109.58147430419922, 134.96937561035156, 14.551789283752441, 13.147254943847656)",225
b'car',0.9878637194633484,"(316.0445556640625, 158.33592224121094, 110.19719696044922, 92.79680633544922)",230
b'car',0.983700156211853,"(220.5307159423828, 144.7223358154297, 22.627208709716797, 23.310489654541016)",230
b'car',0.9318631291389465,"(105.22672271728516, 138.07485961914062, 18.036746978759766, 13.759485244750977)",230
b'car',0.9191475510597229,"(196.86436462402344, 134.19613647460938, 9.740901947021484, 12.053181648254395)",230
b'car',0.870169997215271,"(124.44072723388672, 138.03672790527344, 16.95416259765625, 13.460285186767578)",230
b'car',0.9925300478935242,"(220.3067626953125, 141.177978515625, 21.550487518310547, 22.627283096313477)",235
b'car',0.9775029420852661,"(321.618408203125, 162.29396057128906, 110.40525817871094, 98.14067077636719)",235
b'car',0.9353253841400146,"(196.74862670898438, 132.48301696777344, 9.506314277648926, 10.780458450317383)",235
b'car',0.8700379729270935,"(100.69462585449219, 136.84384155273438, 15.252378463745117, 15.068988800048828)",235
b'car',0.9891633987426758,"(323.6238708496094, 157.14881896972656, 119.15792846679688, 97.32737731933594)",240
b'car',0.9876049160957336,"(220.3346405029297, 138.3325958251953, 20.886486053466797, 23.503398895263672)",240
b'car',0.9647972583770752,"(114.40077209472656, 134.5382537841797, 19.6351375579834, 17.848209381103516)",240
b'car',0.9551106691360474,"(196.11257934570312, 130.90582275390625, 9.264726638793945, 10.7568941116333)",240
b'car',0.8873454928398132,"(130.63046264648438, 131.0376434326172, 9.522080421447754, 10.168173789978027)",240
b'car',0.7998101115226746,"(94.94276428222656, 134.6977996826172, 18.405176162719727, 15.406818389892578)",240
b'car',0.7194041013717651,"(146.83734130859375, 130.23719787597656, 9.431318283081055, 8.154732704162598)",240
b'car',0.995902419090271,"(324.8022766113281, 162.3235626220703, 116.85477447509766, 101.30797576904297)",245
b'car',0.9840338826179504,"(220.2083740234375, 139.0955352783203, 24.255834579467773, 23.171972274780273)",245
b'car',0.9718875288963318,"(106.6882095336914, 134.71463012695312, 20.595609664916992, 19.421890258789062)",245
b'car',0.887173593044281,"(195.0717010498047, 130.6251220703125, 10.131219863891602, 11.97657299041748)",245
b'car',0.773922324180603,"(129.25241088867188, 131.32598876953125, 10.460923194885254, 10.007481575012207)",245
b'car',0.9947095513343811,"(326.1387023925781, 163.12728881835938, 113.76150512695312, 104.17491149902344)",250
b'car',0.9876577258110046,"(219.37139892578125, 141.0039520263672, 23.79647445678711, 23.529184341430664)",250
b'car',0.9635022878646851,"(97.57798767089844, 138.3188018798828, 23.6920108795166, 23.377830505371094)",250
b'car',0.88298499584198,"(124.9237060546875, 133.2115020751953, 9.924038887023926, 11.073121070861816)",250
b'car',0.8510489463806152,"(194.64199829101562, 132.6156463623047, 10.274307250976562, 11.615119934082031)",250
b'car',0.7885777950286865,"(141.37850952148438, 132.0785369873047, 11.1673583984375, 10.055277824401855)",250
b'car',0.7448389530181885,"(76.87455749511719, 139.6294403076172, 17.06195831298828, 13.846569061279297)",250
b'car',0.9949555397033691,"(326.4449768066406, 162.56968688964844, 119.87358093261719, 105.14424133300781)",255
b'car',0.9867990016937256,"(219.46847534179688, 139.46897888183594, 23.453338623046875, 23.085182189941406)",255
b'car',0.9335388541221619,"(90.58906555175781, 138.24441528320312, 30.044111251831055, 23.265443801879883)",255
b'car',0.8748252987861633,"(194.35752868652344, 131.43060302734375, 10.637846946716309, 11.624945640563965)",255
b'car',0.8104837536811829,"(123.02727508544922, 132.5615234375, 11.363417625427246, 10.161103248596191)",255
b'car',0.7277979254722595,"(140.16595458984375, 131.5062713623047, 11.448380470275879, 9.392110824584961)",255
b'car',0.9954627752304077,"(327.22796630859375, 161.5936279296875, 121.49604034423828, 106.49310302734375)",260
b'car',0.9898792505264282,"(218.7908172607422, 137.37095642089844, 23.451000213623047, 24.778404235839844)",260
b'car',0.9679665565490723,"(67.135498046875, 139.20237731933594, 39.08460998535156, 26.510578155517578)",260
b'car',0.8553509712219238,"(118.32767486572266, 131.1542510986328, 12.429981231689453, 11.824545860290527)",260
b'car',0.8420075178146362,"(91.90363311767578, 132.36936950683594, 16.037250518798828, 15.046028137207031)",260
b'car',0.7604502439498901,"(193.34378051757812, 129.38816833496094, 10.988785743713379, 12.791170120239258)",260
b'car',0.9968276023864746,"(327.27191162109375, 157.77731323242188, 127.29537963867188, 106.64186096191406)",265
b'car',0.9925088882446289,"(50.43540954589844, 142.5728759765625, 39.64832305908203, 34.573707580566406)",265
b'car',0.9885039925575256,"(217.82362365722656, 138.20651245117188, 22.851119995117188, 24.65523338317871)",265
b'car',0.9197860360145569,"(114.16252136230469, 132.4806365966797, 11.856935501098633, 11.827744483947754)",265
b'car',0.8882305026054382,"(131.7227020263672, 131.09654235839844, 10.244210243225098, 10.25979232788086)",265
b'car',0.7554649114608765,"(192.739013671875, 131.00584411621094, 11.247896194458008, 11.400551795959473)",265
b'car',0.716901421546936,"(83.12154388427734, 134.78880310058594, 19.334941864013672, 15.689668655395508)",265
b'car',0.9983813166618347,"(327.92431640625, 162.52041625976562, 126.90275573730469, 113.4826431274414)",270
b'car',0.9874646663665771,"(217.45265197753906, 139.1195068359375, 23.314857482910156, 23.936086654663086)",270
b'car',0.9614130258560181,"(109.77386474609375, 133.834716796875, 13.3527193069458, 13.32059383392334)",270
b'car',0.9610563516616821,"(72.76714324951172, 138.37220764160156, 21.473831176757812, 17.97275733947754)",270
b'car',0.8838990926742554,"(24.276182174682617, 146.01661682128906, 44.678218841552734, 41.09797668457031)",270
b'car',0.84725022315979,"(190.70716857910156, 132.20819091796875, 11.64458179473877, 11.098583221435547)",270
b'car',0.7152792811393738,"(147.70579528808594, 133.99334716796875, 9.784611701965332, 8.307868003845215)",270
b'car',0.9959619045257568,"(329.1722106933594, 163.0553741455078, 129.83570861816406, 113.33200073242188)",275
b'car',0.9898273348808289,"(217.33953857421875, 139.30499267578125, 24.258413314819336, 24.816993713378906)",275
b'car',0.9758703708648682,"(12.969776153564453, 146.2592315673828, 26.062236785888672, 30.403120040893555)",275
b'car',0.9709048271179199,"(62.31694793701172, 140.3966522216797, 22.9893798828125, 17.489137649536133)",275
b'car',0.8443153500556946,"(126.08351135253906, 133.51715087890625, 11.843350410461426, 10.709007263183594)",275
b'car',0.81425541639328,"(190.57041931152344, 132.3555908203125, 11.265372276306152, 11.503726959228516)",275
b'car',0.773874819278717,"(105.15908813476562, 134.6786651611328, 13.536312103271484, 12.285951614379883)",275
b'car',0.732733964920044,"(84.56584930419922, 133.8137969970703, 12.30620002746582, 9.79591178894043)",275
b'car',0.9991621971130371,"(332.8364562988281, 165.9734649658203, 137.8636474609375, 116.75079345703125)",280
b'car',0.9862335920333862,"(217.80160522460938, 142.462890625, 23.753442764282227, 26.860429763793945)",280
b'car',0.9838280081748962,"(98.90292358398438, 138.30821228027344, 14.475580215454102, 12.627680778503418)",280
b'car',0.978732705116272,"(49.15651321411133, 145.14707946777344, 27.529159545898438, 18.934764862060547)",280
b'car',0.827412486076355,"(121.78257751464844, 136.99679565429688, 12.847848892211914, 9.217439651489258)",280
b'car',0.705214262008667,"(146.66746520996094, 138.87283325195312, 8.656710624694824, 6.982126712799072)",280
b'car',0.998883843421936,"(336.01910400390625, 167.60504150390625, 141.8236846923828, 114.61360168457031)",285
b'car',0.9898199439048767,"(218.3467254638672, 142.8211669921875, 24.023839950561523, 26.747982025146484)",285
b'car',0.9733663201332092,"(94.0353775024414, 138.25379943847656, 15.406562805175781, 14.023821830749512)",285
b'car',0.9617260694503784,"(33.89031982421875, 145.66073608398438, 31.80705451965332, 22.853574752807617)",285
b'car',0.8732849359512329,"(118.3931884765625, 137.42262268066406, 12.587648391723633, 11.152189254760742)",285
b'car',0.9990519881248474,"(339.5496826171875, 169.3619384765625, 147.47625732421875, 117.73733520507812)",290
b'car',0.9927484393119812,"(219.10743713378906, 142.9438018798828, 24.383018493652344, 26.957033157348633)",290
b'car',0.9699315428733826,"(16.584579467773438, 146.93798828125, 32.47984313964844, 29.152029037475586)",290
