Index,Confidence,X/Y/W/H,Frame Count
b'car',0.9290916323661804,"(206.8736572265625, 203.7598876953125, 23.351476669311523, 32.02986145019531)",65
b'car',0.9185063242912292,"(227.5344696044922, 196.39930725097656, 7.769782066345215, 10.37064266204834)",65
b'car',0.8974901437759399,"(206.2378692626953, 201.77012634277344, 22.511754989624023, 28.969865798950195)",70
b'car',0.8118753433227539,"(227.62632751464844, 194.07200622558594, 8.261378288269043, 11.06418228149414)",70
b'truck',0.7329970598220825,"(206.54917907714844, 199.1908416748047, 21.836103439331055, 29.24418830871582)",70
b'car',0.8979816436767578,"(206.18768310546875, 200.81088256835938, 21.722410202026367, 27.258533477783203)",75
b'car',0.8752517700195312,"(316.6263122558594, 187.93763732910156, 36.375247955322266, 37.228267669677734)",75
b'car',0.9127429723739624,"(205.8496856689453, 201.00059509277344, 21.742450714111328, 28.449594497680664)",80
b'car',0.7288612127304077,"(314.10089111328125, 189.5030975341797, 57.09490966796875, 36.34538269042969)",80
b'car',0.7272191643714905,"(226.50894165039062, 192.9617919921875, 7.651184558868408, 9.995064735412598)",80
b'car',0.9354674220085144,"(298.1234436035156, 187.7619171142578, 30.67223358154297, 30.232934951782227)",85
b'car',0.8755851984024048,"(227.9449005126953, 189.6078338623047, 8.578841209411621, 10.638336181640625)",85
b'car',0.8476154208183289,"(205.53662109375, 200.86257934570312, 20.364500045776367, 27.614303588867188)",85
b'car',0.9357888698577881,"(205.5374755859375, 201.10104370117188, 21.32338523864746, 24.684268951416016)",90
b'car',0.9404968619346619,"(205.12721252441406, 201.49578857421875, 21.824237823486328, 28.764789581298828)",95
b'car',0.8596490025520325,"(227.06304931640625, 193.56613159179688, 7.2228899002075195, 8.95418930053711)",95
b'car',0.9392052292823792,"(204.76248168945312, 201.33250427246094, 21.564285278320312, 29.1055965423584)",100
b'car',0.8441977500915527,"(226.28306579589844, 193.2159423828125, 7.660396099090576, 8.545005798339844)",100
b'car',0.9172025918960571,"(204.43304443359375, 200.72320556640625, 21.3044376373291, 27.921247482299805)",105
b'car',0.7379400134086609,"(226.8634796142578, 190.3973846435547, 7.641083240509033, 10.443090438842773)",105
b'car',0.8589754104614258,"(203.67837524414062, 200.7179412841797, 20.657089233398438, 26.949827194213867)",110
b'car',0.9198663830757141,"(203.8955078125, 201.14540100097656, 21.905750274658203, 27.194351196289062)",115
b'car',0.9420292377471924,"(203.5558624267578, 201.3916015625, 22.874832153320312, 29.04733657836914)",120
b'car',0.8864722847938538,"(203.6658172607422, 204.75225830078125, 21.283329010009766, 29.642227172851562)",125
b'car',0.9012121558189392,"(202.4003448486328, 204.45648193359375, 22.769378662109375, 30.520021438598633)",130
b'traffic light',0.7816517949104309,"(123.61437225341797, 36.05137634277344, 11.38430404663086, 29.355920791625977)",130
b'car',0.8528556227684021,"(202.14129638671875, 205.35169982910156, 23.120952606201172, 30.147024154663086)",135
b'car',0.9706041812896729,"(55.779415130615234, 235.69903564453125, 96.75788116455078, 82.54304504394531)",140
b'car',0.9407228827476501,"(201.65728759765625, 210.6328582763672, 24.454912185668945, 32.28724670410156)",140
b'car',0.9574706554412842,"(71.77874755859375, 239.02578735351562, 87.11082458496094, 82.0654067993164)",145
b'car',0.8586047291755676,"(202.32777404785156, 212.33255004882812, 23.414955139160156, 32.081947326660156)",145
b'car',0.9642971754074097,"(203.83132934570312, 204.37838745117188, 26.851757049560547, 33.857879638671875)",150
b'car',0.8034160733222961,"(87.9359359741211, 222.3399200439453, 75.60670471191406, 81.82699584960938)",150
b'car',0.9892839193344116,"(98.66839599609375, 221.46253967285156, 70.25308990478516, 70.62464904785156)",155
b'car',0.9269534349441528,"(202.76087951660156, 204.62879943847656, 27.533475875854492, 32.686241149902344)",155
b'car',0.9963903427124023,"(108.59921264648438, 222.29562377929688, 64.57217407226562, 65.8438949584961)",160
b'car',0.9554154276847839,"(67.94857788085938, 90.94586181640625, 20.341299057006836, 25.248394012451172)",160
b'car',0.9331677556037903,"(202.3683624267578, 210.1126708984375, 26.136661529541016, 39.88035202026367)",160
b'car',0.998857319355011,"(115.74238586425781, 221.5067138671875, 58.490386962890625, 60.10882568359375)",165
b'car',0.9533082246780396,"(67.7863540649414, 91.328857421875, 20.981369018554688, 26.75356674194336)",165
b'car',0.9478539824485779,"(201.96788024902344, 211.82220458984375, 28.62516212463379, 40.29448318481445)",165
b'car',0.9975182414054871,"(121.9966812133789, 215.69589233398438, 54.66543960571289, 49.629737854003906)",170
b'car',0.9348897337913513,"(200.28614807128906, 209.87451171875, 29.650577545166016, 38.88457489013672)",170
b'car',0.9975875020027161,"(128.93435668945312, 214.56092834472656, 51.37071228027344, 46.89793014526367)",175
b'car',0.9273808598518372,"(199.46173095703125, 211.7518310546875, 31.307409286499023, 42.19047546386719)",175
b'car',0.9983398914337158,"(134.55657958984375, 213.67282104492188, 49.99557113647461, 42.21199035644531)",180
b'car',0.9751957654953003,"(200.09397888183594, 214.91529846191406, 36.5594596862793, 48.30162048339844)",180
b'car',0.9988396167755127,"(139.37957763671875, 211.77391052246094, 47.756832122802734, 38.954105377197266)",185
b'car',0.9831331968307495,"(198.98406982421875, 216.05323791503906, 39.91145324707031, 51.87036895751953)",185
b'car',0.9979442954063416,"(143.0943603515625, 210.69760131835938, 44.55324935913086, 40.250343322753906)",190
b'car',0.9847715497016907,"(198.58518981933594, 218.71237182617188, 44.21459197998047, 57.388607025146484)",190
b'car',0.9959427714347839,"(148.4022216796875, 208.72512817382812, 44.781097412109375, 36.439292907714844)",195
b'car',0.9735210537910461,"(197.25843811035156, 219.41966247558594, 50.881099700927734, 66.17282104492188)",195
b'car',0.8490471243858337,"(43.51609802246094, 222.52703857421875, 56.850341796875, 47.19117736816406)",195
b'car',0.994214653968811,"(150.57171630859375, 204.67124938964844, 34.80420684814453, 35.552188873291016)",200
b'car',0.9935510754585266,"(194.88739013671875, 227.4462127685547, 62.024208068847656, 86.87239074707031)",200
b'car',0.787293553352356,"(35.74893569946289, 210.40223693847656, 18.706249237060547, 21.663917541503906)",200
b'car',0.7258316278457642,"(61.8399772644043, 217.25167846679688, 46.97980499267578, 42.1203498840332)",200
b'car',0.996852695941925,"(193.71607971191406, 236.1895751953125, 78.85887145996094, 109.93362426757812)",205
b'car',0.9908835887908936,"(153.35633850097656, 203.31475830078125, 31.986183166503906, 32.269187927246094)",205
b'car',0.9346793293952942,"(82.4150161743164, 213.13125610351562, 41.593746185302734, 39.49940490722656)",205
b'car',0.963602602481842,"(157.95155334472656, 198.32872009277344, 32.943336486816406, 43.485145568847656)",210
b'car',0.8420329689979553,"(195.83534240722656, 245.62997436523438, 110.6904296875, 122.3377456665039)",210
b'car',0.7985786199569702,"(94.03186798095703, 210.1229248046875, 37.92036056518555, 31.22606658935547)",210
b'car',0.9820191264152527,"(107.88925170898438, 207.145263671875, 31.277177810668945, 27.65204620361328)",215
b'car',0.8193861246109009,"(212.5748748779297, 296.9725341796875, 352.5794372558594, 223.0641326904297)",215
b'car',0.8507732152938843,"(110.78628540039062, 206.03631591796875, 17.96037483215332, 24.728368759155273)",220
b'car',0.7418618202209473,"(202.48477172851562, 282.3155517578125, 372.6762390136719, 225.70770263671875)",220
b'traffic light',0.8627426028251648,"(290.5018005371094, 181.95579528808594, 6.94932746887207, 19.66343879699707)",225
